"title","speaker","scripture","date","videoURL","audioURL"
"Don't Be Deceived","""Blake"" Blakeney","Genesis 3:1-7","2019-11-17T10:30:00","https://gwc-s3.s3.amazonaws.com/4515/7403/5209/11-17-2019.mp4","https://gwc-s3.s3.amazonaws.com/3215/7403/5204/11-17-2019.mp3"
"Divine Authority","Pastor Walter Branch","1 Cor. 12:27-30","2019-11-10T10:30:00","https://gwc-s3.s3.amazonaws.com/6515/7343/0408/11-10-2019.mp4","https://gwc-s3.s3.amazonaws.com/6415/7343/0404/11-10-2019.mp3"
"The God Who Stays","Aron Brown","Romans 5:6-11","2019-11-03T10:30:00","https://gwc-s3.s3.amazonaws.com/7215/7282/5610/11-03-2019.mp4","https://gwc-s3.s3.amazonaws.com/1015/7282/5606/11-03-2019.mp3"
"God's Got This","Pastor Walter Branch","John 16:33","2019-10-27T10:30:00","https://gwc-s3.s3.amazonaws.com/3515/7221/7209/10-27-2019.mp4","https://gwc-s3.s3.amazonaws.com/4415/7221/7205/10-27-2019.mp3"
"Pull Down Your Strongholds","Pastor Walter Branch","2 Corinthians 10:4-5","2019-10-20T10:30:00","https://gwc-s3.s3.amazonaws.com/2415/7161/2409/10-20-2019.mp4","https://gwc-s3.s3.amazonaws.com/4215/7161/2405/10-20-2019.mp3"
"Are You Prepared?","Pastor Walter Branch","Matthew 13:44-46","2019-10-13T10:30:00","https://gwc-s3.s3.amazonaws.com/1615/7109/1098/10-13-2019.mp4","https://gwc-s3.s3.amazonaws.com/5015/7109/1094/10-13-2019.mp3"
"Three Excuse Makers","Pastor Walter Branch","Luke 9:57-62","2019-10-06T10:30:00","https://gwc-s3.s3.amazonaws.com/7615/7040/2808/10-06-2019.mp4","https://gwc-s3.s3.amazonaws.com/4815/7040/2804/10-06-2019.mp3"
"The Kingdom Will Never End","Pastor Walter Branch","Revelation 20:6","2019-10-02T19:00:00","https://gwc-s3.s3.amazonaws.com/3215/7645/4423/10-02-2019.mp4","https://gwc-s3.s3.amazonaws.com/2015/7645/4420/10-02-2019.mp3"
"Ignorant Kings","Pastor Walter Branch","1 Peter 2:9","2019-09-29T10:30:00","https://gwc-s3.s3.amazonaws.com/7915/6986/3570/09-29-2019.mp4","https://gwc-s3.s3.amazonaws.com/8515/6986/3567/09-29-2019.mp3"
"Keys of the Kingdom","Pastor Walter Branch","Matthew 16:19","2019-09-25T19:00:00","https://gwc-s3.s3.amazonaws.com/5915/7650/1209/09-25-2019.mp4","https://gwc-s3.s3.amazonaws.com/6015/7650/1204/09-25-2019.mp3"
"The Favor of God","Pastor Jeremiah Crouch","Genesis 37:1-7","2019-09-22T10:30:00","https://gwc-s3.s3.amazonaws.com/4715/6971/1606/09-22-2019.mp4","https://gwc-s3.s3.amazonaws.com/5015/6971/1603/09-22-2019.mp3"
"Opportunity","Duane Needham","2 Corinthians 9:6-9","2019-09-15T10:30:00","https://gwc-s3.s3.amazonaws.com/1415/6858/8404/09-15-2019.mp4","https://gwc-s3.s3.amazonaws.com/1915/6858/8403/09-15-2019.mp3"
"The Storm After the Storm","Pastor Walter Branch","Job 23:8-12","2019-09-08T10:30:00","https://gwc-s3.s3.amazonaws.com/9915/6798/3605/09-08-2019.mp4","https://gwc-s3.s3.amazonaws.com/3915/6798/3604/09-08-2019.mp3"
"The Power that Works in Us","Pastor Walter Branch","Ephesians 3:16-21","2019-09-01T12:07:00","https://gwc-s3.s3.amazonaws.com/9515/6737/8804/09-01-2019.mp4","https://gwc-s3.s3.amazonaws.com/4415/6737/8803/09-01-2019.mp3"
"Trained by God","Pastor Walter Branch","Ephesians 2:1-2","2019-08-25T10:30:00","https://gwc-s3.s3.amazonaws.com/8015/6708/0005/08-25-2019.mp4","https://gwc-s3.s3.amazonaws.com/7215/6708/0004/08-25-2019.mp3"
"Sealed and Under Construction","Pastor Walter Branch","Ephesians 1:13-14","2019-08-18T10:30:00","https://gwc-s3.s3.amazonaws.com/6615/6616/9205/08-18-2019.mp4","https://gwc-s3.s3.amazonaws.com/4315/6616/9204/08-18-2019.mp3"
"We Are Redeemed","Pastor Walter Branch","Ephesians 1:7","2019-08-11T10:30:00","https://gwc-s3.s3.amazonaws.com/7615/6556/4409/08-11-2019.mp4","https://gwc-s3.s3.amazonaws.com/7315/6556/4407/08-11-2019.mp3"
"Adopted as Sons of God","Pastor Walter Branch","Ephesians 1:5","2019-08-04T10:30:00","https://gwc-s3.s3.amazonaws.com/7115/6526/5614/08-04-2019.mp4","https://gwc-s3.s3.amazonaws.com/5415/6526/5613/08-04-2019.mp3"
"Chosen By God","Pastor Walter Branch","Ephesians 1:4","2019-07-28T10:30:00","https://gwc-s3.s3.amazonaws.com/9815/6526/5609/07-28-2019.mp4","https://gwc-s3.s3.amazonaws.com/2615/6526/5608/07-28-2019.mp3"
"The Road to 'De-Mask-Us'","Pastor Bill Baldwin","1 Peter 5:5-6","2019-07-21T10:30:00","https://gwc-s3.s3.amazonaws.com/8915/6375/0008/07-21-2019.mp4","https://gwc-s3.s3.amazonaws.com/1615/6375/0007/07-21-2019.mp3"
"All Spiritual Blessings","Pastor Walter Branch","Ephesians 1:1-3","2019-07-14T10:30:00","https://gwc-s3.s3.amazonaws.com/6815/6314/5209/07-14-2019.mp4","https://gwc-s3.s3.amazonaws.com/1415/6314/5207/07-14-2019.mp3"
"Genetically Altered","Pastor Walter Branch","Colossians 2:6-10","2019-07-10T18:38:00","https://gwc-s3.s3.amazonaws.com/5315/6280/1358/07-10-2019.mp4","https://gwc-s3.s3.amazonaws.com/3715/6280/1357/07-10-2019.mp3"
"The Salvation Club","Pastor Walter Branch","John 3:1-3","2019-06-30T10:30:00","https://gwc-s3.s3.amazonaws.com/2715/6193/5609/06-30-2019.mp4","https://gwc-s3.s3.amazonaws.com/3615/6193/5608/06-30-2019.mp3"
"Keeping Balance","Pastor Walter Branch","Acts 20:28-31","2019-06-23T10:30:00","https://gwc-s3.s3.amazonaws.com/4415/6133/0809/06-23-2019.mp4","https://gwc-s3.s3.amazonaws.com/3315/6133/0807/06-23-2019.mp3"
"Our Daily Bread","Pastor Walter Branch","Matthew 6:5-11","2019-06-16T10:30:00","https://gwc-s3.s3.amazonaws.com/5815/6072/6010/06-16-2019.mp4","https://gwc-s3.s3.amazonaws.com/9915/6072/6008/06-16-2019.mp3"
"The Power of One","Pastor Walter Branch","Joshua 23:10","2019-06-09T12:17:00","https://gwc-s3.s3.amazonaws.com/4915/6012/1208/06-09-2019.mp4","https://gwc-s3.s3.amazonaws.com/5515/6012/1207/06-09-2019.mp3"
"The Breaking Point","Pastor Walter Branch","Hebrews 12:1-3","2019-06-02T10:30:00","https://gwc-s3.s3.amazonaws.com/5315/5951/6409/06-02-2019.mp4","https://gwc-s3.s3.amazonaws.com/1315/5951/6408/06-02-2019.mp3"
"What is Your Greatest Memory","Pastor Walter Branch","Galatians 2:20","2019-05-26T10:30:00","https://gwc-s3.s3.amazonaws.com/1315/5921/7609/05-26-2019.mp4","https://gwc-s3.s3.amazonaws.com/3415/5921/7608/05-26-2019.mp3"
"Keep the Main Thing the Main Thing","Pastor Walter Branch","Hebrews 9:13-15","2019-05-19T10:30:00","https://gwc-s3.s3.amazonaws.com/4915/5830/6808/05-19-2019.mp4","https://gwc-s3.s3.amazonaws.com/7815/5830/6807/05-19-2019.mp3"
"Nothing Just Happens","Pastor Walter Branch","Matthew 1:1-5","2019-05-12T10:30:00","https://gwc-s3.s3.amazonaws.com/4315/5800/8008/05-12-2019.mp4","https://gwc-s3.s3.amazonaws.com/7215/5800/8007/05-12-2019.mp3"
"The Difference Between the Glory and the Anointing","Evangelist Pat Schatzline","John 20:17","2019-05-05T10:30:00","https://gwc-s3.s3.amazonaws.com/7615/5709/7209/05-05-2019.mp4","https://gwc-s3.s3.amazonaws.com/3415/5709/7207/05-05-2019.mp3"
"The Hidden","Evangelist Pat Schatzline","2 Chronicles 22:12","2019-05-04T18:00:00","https://gwc-s3.s3.amazonaws.com/5115/5709/7216/05-04-2019.mp4","https://gwc-s3.s3.amazonaws.com/2015/5709/7215/05-04-2019.mp3"
"Behind Closed Doors","Pastor Walter Branch","John 20:17-23","2019-04-28T10:30:00","https://gwc-s3.s3.amazonaws.com/7415/5649/2409/04-28-2019.mp4","https://gwc-s3.s3.amazonaws.com/4315/5649/2408/04-28-2019.mp3"
"Today in Paradise","Pastor Walter Branch","Luke 23:39-43","2019-04-21T10:30:00","https://gwc-s3.s3.amazonaws.com/6015/5619/3609/04-21-2019.mp4","https://gwc-s3.s3.amazonaws.com/5615/5619/3608/04-21-2019.mp3"
"The Week that Changed the World","Pastor Walter Branch","Luke 19:30-31","2019-04-14T10:30:00","https://gwc-s3.s3.amazonaws.com/7615/5541/6009/04-14-2019.mp4","https://gwc-s3.s3.amazonaws.com/3815/5541/6007/04-14-2019.mp3"
"I Nailed it to the Cross","Pastor Walter Branch","Colossians 2:8-17","2019-04-07T10:30:00","https://gwc-s3.s3.amazonaws.com/6315/5476/4408/04-7-2019.mp4","https://gwc-s3.s3.amazonaws.com/6615/5476/4407/04-07-2019.mp3"
"A New Message","Pastor Allen Wickey","Matthew 6:31-34","2019-03-31T10:30:00","https://gwc-s3.s3.amazonaws.com/8115/5467/8012/03-31-2019.mp4","https://gwc-s3.s3.amazonaws.com/1715/5467/8012/03-31-2019.mp3"
"No Grave is Gonna Hold me Down","Pastor Walter Branch","John 11:1-11","2019-03-24T10:30:00","https://gwc-s3.s3.amazonaws.com/5415/5467/8008/03-24-2019.mp4","https://gwc-s3.s3.amazonaws.com/8715/5467/8007/03-24-2019.mp3"
"A Trail of Blood","Pastor Walter Branch","Genesis 4:1-8","2019-03-17T10:30:00","https://gwc-s3.s3.amazonaws.com/4615/5286/3616/03-17-2019.mp4","https://gwc-s3.s3.amazonaws.com/5015/5286/3615/03-17-2019.mp3"
"The Rapture of the Church","Pastor Walter Branch","1 Thessalonians 5:1-4","2019-03-10T10:30:00","https://gwc-s3.s3.amazonaws.com/1215/5286/3608/03-10-2019.mp4","https://gwc-s3.s3.amazonaws.com/5415/5286/3606/03-10-2019.mp3"
"God Wants to Fill the Vessel","Pastor Walter Branch","Jeremiah 18:1-9","2019-03-03T10:30:00","https://gwc-s3.s3.amazonaws.com/9715/5286/3611/03-03-2019.mp4","https://gwc-s3.s3.amazonaws.com/4515/5286/3610/03-03-2019.mp3"
"The Power of the Blood","Pastor Walter Branch","Revelation 12:11","2019-02-03T10:30:00","https://gwc-s3.s3.amazonaws.com/7215/4923/8412/02-03-2019.mp4","https://gwc-s3.s3.amazonaws.com/9515/4923/8411/02-03-2019.mp3"
"It's Not What I Did. It's What I Didn't Do","Pastor Kenny Evans","Romans 1:18-22","2019-01-27T10:30:00","https://gwc-s3.s3.amazonaws.com/9615/4876/6815/01-27-2019.mp4","https://gwc-s3.s3.amazonaws.com/7615/4876/6813/01-27-2019.mp3"
"The Cause of Bad Decisions","Pastor Walter Branch","John 5:2-14","2019-01-20T10:30:00","https://gwc-s3.s3.amazonaws.com/9915/4833/4811/01-20-2019.mp4","https://gwc-s3.s3.amazonaws.com/6815/4833/4810/01-20-2019_audio_only.mp3"
"The Sounds of Heaven","Pastor Bill Baldwin","Acts 2:1","2019-01-13T10:30:00","https://gwc-s3.s3.amazonaws.com/3115/4742/4013/01-13-2018.mp4","https://gwc-s3.s3.amazonaws.com/1015/4742/4011/01-13-2019.mp3"
"Consider Your Ways","Pastor Branch","Haggai 1:1-8","2019-01-06T10:30:00","https://gwc-s3.s3.amazonaws.com/9715/4714/5369/01-06-2019.mp4","https://gwc-s3.s3.amazonaws.com/9715/4714/5368/01-06-2019.mp3"
"Break Through, Break Off and Break Out","Pastor Branch","Romans 12:1-2","2018-12-30T10:30:00","https://gwc-s3.s3.amazonaws.com/3615/4678/8233/12-30-2018.mp4","https://gwc-s3.s3.amazonaws.com/1215/4678/8232/12-30-2018.mp3"
"Christmas 2018","Pastor Branch","Matthew 2:1-11","2018-12-23T10:30:00","https://gwc-s3.s3.amazonaws.com/8215/4560/9614/12-23-2018.mp4","https://gwc-s3.s3.amazonaws.com/8615/4560/9612/12-23-2018.mp3"
"The Ecclesia of Christ","Pastor Allen","Matthew 28:18-20","2018-12-16T10:30:00","https://gwc-s3.s3.amazonaws.com/6015/4500/4814/12-16-2018.mp4","https://gwc-s3.s3.amazonaws.com/6915/4500/4813/12-16-2018.mp3"
"Overcoming Fear","Duane Needham","John 8:44","2018-12-09T10:30:00","https://gwc-s3.s3.amazonaws.com/6715/4461/9611/12-09-2018.mp4","https://gwc-s3.s3.amazonaws.com/9415/4461/9609/12-09-2018.mp3"
"The Parable of the Vineyard","Pastor Larry Queen","Matthew 20:1-16","2018-12-02T10:30:00","https://gwc-s3.s3.amazonaws.com/1515/4379/5209/12-02-2018.mp4","https://gwc-s3.s3.amazonaws.com/8915/4379/5208/12-02-2018.mp3"
"Don't Say Another Word","Pastor Walter Branch","Luke 1:11-20","2018-11-25T10:30:00","https://gwc-s3.s3.amazonaws.com/4715/4336/3208/11-25-2018.mp4","https://gwc-s3.s3.amazonaws.com/6115/4336/3206/11-25-2018.mp3"
"Where is Your Faith?","Pastor Walter Branch","Luke 18:8","2018-11-18T10:30:00","https://gwc-s3.s3.amazonaws.com/7615/4258/5608/11-18-2018.mp4","https://gwc-s3.s3.amazonaws.com/3015/4258/5607/11-18-2018.mp3"
"Change Your Mindset","Pastor Jeremiah Crouch","Philippians 4:8","2018-11-11T10:30:00","https://gwc-s3.s3.amazonaws.com/4515/4215/3614/11-11-2018.mp4","https://gwc-s3.s3.amazonaws.com/2515/4215/3613/11-11-2018.mp3"
"We are Chosen by God","Pastor Walter Branch","John 15:1-2; John 15:15-17","2018-11-04T10:30:00","https://gwc-s3.s3.amazonaws.com/4515/4198/0838/11-04-2018.mp4","https://gwc-s3.s3.amazonaws.com/1615/4198/0838/11-04-2018.mp3"
"Jesus Despises Shame","Pastor Walter Branch","Hebrews 12:1-3","2018-10-28T10:30:00","https://gwc-s3.s3.amazonaws.com/8515/4198/0835/10-28-2018.mp4","https://gwc-s3.s3.amazonaws.com/2615/4198/0834/10-28-2018.mp3"
"Spiritual Fathers","Pastor Bill Baldwin","Luke 1:13; Luke 1:16-17","2018-10-21T10:30:00","https://gwc-s3.s3.amazonaws.com/6515/4198/0831/10-21-2018.mp4","https://gwc-s3.s3.amazonaws.com/1915/4198/0830/10-21-2018.mp3"
"Earnestly Contend for the Faith","Pastor Walter Branch","Jude 1:3-4; Jude 1:20","2018-10-14T10:30:00","https://gwc-s3.s3.amazonaws.com/9015/4198/0827/10-14-2018.mp4","https://gwc-s3.s3.amazonaws.com/1115/4198/0826/10-14-2018.mp3"
"God's Gonna Work it Out","Pastor Walter Branch","Genesis 42:36-37","2018-10-07T10:30:00","https://gwc-s3.s3.amazonaws.com/9615/4198/0822/10-07-2018.mp4","https://gwc-s3.s3.amazonaws.com/5115/4198/0821/10-07-2018.mp3"
"God Moves","Pastor Walter Branch","Genesis 1:1-3; Genesis 1:26-28; Genesis 2:7","2018-09-30T10:30:00","https://gwc-s3.s3.amazonaws.com/9815/4198/0818/09-30-2018.mp4","https://gwc-s3.s3.amazonaws.com/6615/4198/0817/09-30-2018.mp3"
"Encourage Yourself","Pastor Walter Branch","1 Samuel 30:1-8","2018-09-23T10:30:00","https://gwc-s3.s3.amazonaws.com/4915/4198/0814/09-23-2018.mp4","https://gwc-s3.s3.amazonaws.com/5815/4198/0813/09-23-2018.mp3"
"Just Lay Hands on People","Pastor Carlos Sarmiento","Psalms 2:1-3","2018-09-16T10:30:00","https://gwc-s3.s3.amazonaws.com/4415/4194/3802/09-16-18.mp4","https://gwc-s3.s3.amazonaws.com/1815/4194/3801/09-16-18.mp3"
"Just Make Yourself Available","Pastor Carlos Sarmiento","Revelation 12:13-17","2018-09-15T18:00:00","https://gwc-s3.s3.amazonaws.com/5715/4194/3795/09-15-18.mp4","https://gwc-s3.s3.amazonaws.com/5615/4194/3794/09-15-18.mp3"
"A Prophet, Priest and King","Pastor Walter Branch","Luke 24:49","2018-09-09T10:30:00","https://gwc-s3.s3.amazonaws.com/8515/4194/3789/09-09-18.mp4","https://gwc-s3.s3.amazonaws.com/4715/4194/3788/09-09-18.mp3"
"Two Types of Faith","Pastor Walter Branch","Hebrews 11:1-3","2018-09-02T10:30:00","https://gwc-s3.s3.amazonaws.com/9715/4189/4411/09-02-2018.mp4","https://gwc-s3.s3.amazonaws.com/3215/4189/4409/09-02-2018.mp3"
"Thinking Outside Your Box","Pastor Walter Branch","Luke 13:15-16","2018-08-26T10:30:00","https://gwc-s3.s3.amazonaws.com/5315/3955/8016/08-26-18.mp4","https://gwc-s3.s3.amazonaws.com/4315/3955/8015/08-26-18.mp3"
"May the Force be with You","Pastor Walter Branch","Matthew 11:12; Joshua 10:8-11","2018-08-19T10:30:00","https://gwc-s3.s3.amazonaws.com/3515/3955/8011/08-19-18.mp4","https://gwc-s3.s3.amazonaws.com/4615/3955/8010/08-19-18.mp3"
"The Arrows of the Lord","Pastor Walter Branch","Psalms 38:1-10","2018-08-12T10:30:00","https://gwc-s3.s3.amazonaws.com/9315/3947/1613/08-12-18.mp4","https://gwc-s3.s3.amazonaws.com/9715/3947/1612/08-12-18.mp3"
"A New Creature in Christ","Pastor Walter Branch","Romans 8:1-4; Romans 8:31","2018-08-05T10:30:00","https://gwc-s3.s3.amazonaws.com/8315/3947/1609/08-05-18.mp4","https://gwc-s3.s3.amazonaws.com/1715/3947/1607/08-05-18.mp3"
"God's Covenant","Pastor Walter Branch","Ephesians 1:13","2018-07-29T10:30:00","https://gwc-s3.s3.amazonaws.com/1515/3748/3188/07-29-18.mp4","https://gwc-s3.s3.amazonaws.com/4615/3748/3187/07-29-18.mp3"
"David's Faithfulness","Pastor Walter Branch","1 Samuel 16:6-13","2018-07-22T10:30:00","https://gwc-s3.s3.amazonaws.com/3415/3748/3182/07-22-18.mp4","https://gwc-s3.s3.amazonaws.com/7015/3748/3181/07-22-18.mp3"
"You Need Worship","Pastor Walter Branch","Matthew 9:17-","2018-07-15T10:30:00","https://gwc-s3.s3.amazonaws.com/7615/3744/4812/07-15-18.mp4","https://gwc-s3.s3.amazonaws.com/6215/3744/4810/07-15-18.mp3"
"Club Soteria","Pastor Walter Branch","Hebrews 1:13 - 2:6","2018-07-08T10:30:00","https://gwc-s3.s3.amazonaws.com/4115/3191/5214/7-8-18.mp4","https://gwc-s3.s3.amazonaws.com/1315/3191/5213/7-8-18.mp3"
"A Day of Recognition","Pastor Walter Branch","Isaiah 55:4-5; 2 Corinthians 10:4-6","2018-07-01T10:30:00","https://gwc-s3.s3.amazonaws.com/1315/3191/5220/7-1-18.mp4","https://gwc-s3.s3.amazonaws.com/4315/3191/5219/7-1-18.mp3"
"The End Times Church","Pastor Walter Branch","1 Corinthians 2:9-12; 2 Corinthians 4:7-10","2018-06-24T10:30:00","https://gwc-s3.s3.amazonaws.com/6115/3191/0832/6-24-18.mp4","https://gwc-s3.s3.amazonaws.com/6415/3191/0830/6-24-18.mp3"
"You Need Your Own Testimony","Pastor Walter Branch","Joshua 4:5-7","2018-06-10T10:30:00","https://gwc-s3.s3.amazonaws.com/1715/3143/6438/5-27-2018.mp4","https://gwc-s3.s3.amazonaws.com/3415/3143/6438/5-27-2018.mp3"
"Heaven or Hell Which One Will You Catch?","Pastor Walter Branch","Luke 16:19-31","2018-06-03T10:30:00","https://gwc-s3.s3.amazonaws.com/3815/3191/0836/06-03-18.mp4","https://gwc-s3.s3.amazonaws.com/3115/3191/0835/06-03-18.mp3"
"Move Beyond the Mist","Pastor Allen Wickey","Genesis 2:4-6","2018-05-27T10:30:00","https://gwc-s3.s3.amazonaws.com/1315/3147/9609/06-10-18.mp4","https://gwc-s3.s3.amazonaws.com/2115/3147/9608/06-10-18.mp3"
"Revelation is Greater than Information","Pastor Walter Branch","Galatians 1:11-12","2018-05-20T10:30:00","https://gwc-s3.s3.amazonaws.com/3115/3143/6435/5-20-2018.mp4","https://gwc-s3.s3.amazonaws.com/5915/3143/6434/5-20-2018.mp3"
"How Are You Going to Finish?","Pastor Walter Branch","2 Timothy 4:7","2018-05-13T10:30:00","https://gwc-s3.s3.amazonaws.com/1815/3143/6430/05-13-18.mp4","https://gwc-s3.s3.amazonaws.com/8915/3143/6429/05-13-18.mp3"
"You Have Never Passed this Way Before","Pastor Walter Branch","Joshua 1:1-4","2018-05-06T10:30:00","https://gwc-s3.s3.amazonaws.com/5215/3143/6426/05-06-18.mp4","https://gwc-s3.s3.amazonaws.com/9015/3143/6425/05-06-18.mp3"
"The Power of Agreement","Pastor Walter Branch","Hebrews 4:12","2018-04-29T10:30:00","https://gwc-s3.s3.amazonaws.com/5915/3143/6419/04-29-18.mp4","https://gwc-s3.s3.amazonaws.com/4815/3143/6418/04-29-18.mp3"
"A New Perspective","Pastor Walter Branch","1 Kings 7:1-9","2018-04-22T10:30:00","https://gwc-s3.s3.amazonaws.com/4115/3143/6414/04-22-18.mp4","https://gwc-s3.s3.amazonaws.com/3615/3143/6413/04-22-18.mp3"
"Beyond the Curtains of the Heavenlies","Dr. Tim Sheets","1 Chronicles 12:32","2018-04-15T10:30:00","https://gwc-s3.s3.amazonaws.com/5315/2435/1626/04-15-18.mp4","https://gwc-s3.s3.amazonaws.com/3515/2435/1625/04-15-18.mp3"
"Beyond the Curtains of the Heavenlies","Dr. Tim Sheets","Acts 2:1-4","2018-04-14T18:00:00","https://gwc-s3.s3.amazonaws.com/3915/2435/1618/04-14-18.mp4","https://gwc-s3.s3.amazonaws.com/6115/2435/1616/04-14-18.mp3"
"The Armor of God","Pastor Walter Branch","Ephesians 6:10-18","2018-04-08T10:30:00","https://gwc-s3.s3.amazonaws.com/7215/2361/7214/04-08-18.mp4","https://gwc-s3.s3.amazonaws.com/1715/2361/7212/04-08-18.mp3"
"The Last Supper","Pastor Walter Branch","John 19:38-42","2018-04-01T10:30:00","https://gwc-s3.s3.amazonaws.com/9715/2301/2413/04-01-18.mp4","https://gwc-s3.s3.amazonaws.com/9615/2301/2412/04-01-18.mp3"
"The Week That Changed the World","Pastor Walter Branch","Zechariah 9:9","2018-03-25T10:30:00","https://gwc-s3.s3.amazonaws.com/1715/2217/4972/03-25-18.mp4","https://gwc-s3.s3.amazonaws.com/5415/2217/4970/03-25-18.mp3"
"Restoring the Apostolic Values of the Early Church","Pastor Carlos Sarmiento","Mark 12:30","2018-03-18T10:30:00","https://gwc-s3.s3.amazonaws.com/6115/2145/7209/03-18-18.mp4","https://gwc-s3.s3.amazonaws.com/1115/2145/7208/03-18-18.mp3"
"The Shaking of the Lord","Pastor Carlos Sarmiento","Haggai 2:6-7","2018-03-17T18:00:00","https://gwc-s3.s3.amazonaws.com/1515/2141/4016/03-17-18.mp4","https://gwc-s3.s3.amazonaws.com/2215/2141/4014/03-17-18.mp3"
"Fight For Your Faith","Pastor Walter Branch","Galatians 3:16-19","2018-03-11T10:30:00","https://gwc-s3.s3.amazonaws.com/8515/2119/7118/03-11-18.mp4","https://gwc-s3.s3.amazonaws.com/6015/2119/7117/03-11-18.mp3"
"The Old Gospel Bridge","Pastor Walter Branch",NULL,"2018-03-04T10:30:00","https://gwc-s3.s3.amazonaws.com/9715/2019/3613/3-04-18.mp4","https://gwc-s3.s3.amazonaws.com/3615/2019/3620/3-04-2018.mp3"
"The Second Blessing","Pastor Walter Branch",,"2018-02-25T10:30:00","https://gwc-s3.s3.amazonaws.com/3815/2044/0660/2-25-18.mp4","https://gwc-s3.s3.amazonaws.com/2115/2044/0659/2-25-2018.mp3"
"The Gospel of Power","Pastor Walter Branch","2 Kings 6:1-7","2018-02-18T10:30:00","https://gwc-s3.s3.amazonaws.com/3915/2119/7114/02-18-18.mp4","https://gwc-s3.s3.amazonaws.com/9115/2119/7113/02-18-18.mp3"
"Overcoming Shame","Pastor Bill Baldwin","Hebrews 12:2","2018-02-11T10:30:00","https://gwc-s3.s3.amazonaws.com/2715/1984/8245/2-11-18.mp4","https://gwc-s3.s3.amazonaws.com/1115/1984/8245/2-11-18.mp3"
"Live Like There's No Yesterday","Pastor Bill Baldwin","Acts 7:57-59; Acts 8:1-3; Acts 9:1-2","2018-02-10T18:00:00","https://gwc-s3.s3.amazonaws.com/2015/1984/8243/2-10-18.mp4","https://gwc-s3.s3.amazonaws.com/6015/1984/8242/2-10-18.mp3"
"God's Investment","Pastor Walter Branch","Genesis 17:1-8","2018-02-04T10:30:00","https://gwc-s3.s3.amazonaws.com/7115/1984/8248/2-4-18.mp4","https://gwc-s3.s3.amazonaws.com/4515/1984/8247/2-4-18.mp3"
"Disobedience, Dilemma's, Delay's & Decisions","Pastor Walter Branch","Jonah 1:1-4; Jonah 2:7-8","2018-01-28T10:30:00","https://gwc-s3.s3.amazonaws.com/6515/1742/8146/01-28-18.mp4","https://gwc-s3.s3.amazonaws.com/1115/1742/8145/01-28-18.mp3"
"Eliminate Worry, Fear, Anxiety & Depression","Kenny Evans","Matthew 6:25-33","2018-01-21T10:30:00","https://gwc-s3.s3.amazonaws.com/1415/1663/7349/01-21-18.mp4","https://gwc-s3.s3.amazonaws.com/6815/1663/7348/01-21-18.mp3"
"Alone With God","Pastor Walter Branch","Genesis 32:22-24","2018-01-14T10:30:00","https://gwc-s3.s3.amazonaws.com/2215/1613/5931/01-14-18.mp4","https://gwc-s3.s3.amazonaws.com/8615/1613/5928/01-14-18.mp3"
"He Must Increase & I Must Decrease","Pastor Walter Branch","John 3:22-29","2018-01-07T10:30:00","https://gwc-s3.s3.amazonaws.com/3415/1543/6890/01-07-18.mp4","https://gwc-s3.s3.amazonaws.com/1615/1543/6888/01-07-18.mp3"
"Consider Your Ways","Pastor Walter Branch","Haggai 1:6-8","2017-12-31T10:30:00","https://gwc-s3.s3.amazonaws.com/5815/1543/6897/12-31-17.mp4","https://gwc-s3.s3.amazonaws.com/4615/1543/6896/12-31-17.mp3"
"Was Jesus God","Pastor Walter Branch","Luke 1:25-38","2017-12-24T10:30:00","https://gwc-s3.s3.amazonaws.com/2115/1543/6894/12-24-17.mp4","https://gwc-s3.s3.amazonaws.com/9115/1543/6893/12-24-17.mp3"
"Your Giant Has to Fall","Pastor Allen Wickey","1 Samuel 17:17-21; 17:40-47","2017-12-17T10:30:00","https://gwc-s3.s3.amazonaws.com/3515/1371/2935/12-17-17.mp4","https://gwc-s3.s3.amazonaws.com/6415/1371/2934/12-17-17.mp3"
"David's Anointing","Pastor Allen Wickey","1 Samuel 16","2017-12-10T10:30:00","https://gwc-s3.s3.amazonaws.com/2515/1371/2932/12-10-17.mp4","https://gwc-s3.s3.amazonaws.com/6115/1371/2931/12-10-17.mp3"
"Turn Around Anointng","Pastor Larry Queen","2 Kings 9:1-35","2017-12-03T10:30:00","https://gwc-s3.s3.amazonaws.com/7315/1241/9089/12-03-17.mp4","https://gwc-s3.s3.amazonaws.com/7615/1241/9087/12-03-17.mp3"
"Lost, but Not Lost","Pastor Walter Branch","Luke 15:1-20","2017-11-26T10:30:00","https://gwc-s3.s3.amazonaws.com/3215/1241/9083/11-26-17.mp4","https://gwc-s3.s3.amazonaws.com/5915/1241/9082/11-26-17.mp3"
"Rejoice is a Choice","Pastor Walter Branch","1 Peter 1:5-8","2017-11-19T10:30:00","https://gwc-s3.s3.amazonaws.com/3615/1241/9078/11-19-17.mp4","https://gwc-s3.s3.amazonaws.com/3015/1241/9077/11-19-17.mp3"
"The Spirit of Python","Pastor Walter Branch","Acts 16:16-19","2017-11-12T10:30:00","https://gwc-s3.s3.amazonaws.com/3315/1241/9073/11-12-17.mp4","https://gwc-s3.s3.amazonaws.com/6515/1241/9071/11-12-17.mp3"
